ElectionType,Election,GeographyType,Geography,Poll,DateStart,DateEnd,SampleSize,SampleType,Democrat,Republican
Presidential,Presidential,State,Wisconsin,The New York Times/Siena College,8/5/2024,8/8/2024,661,RV,50%,46%
Presidential,Presidential,State,Wisconsin,The New York Times/Siena College,8/5/2024,8/8/2024,661,LV,50%,46%
Presidential,Presidential,State,Wisconsin,RMG Research ,7/31/2024,8/5/2024,800,RV,48%,45%
Presidential,Presidential,State,Wisconsin,Marquette University Law School,7/24/2024,8/1/2024,877,RV,47%,44%
Presidential,Presidential,State,Wisconsin,Marquette University Law School,7/24/2024,8/1/2024,801,LV,49%,45%
Presidential,Presidential,State,Wisconsin,Public Opinion Strategies (R),7/23/2024,7/29/2024,400,LV,48%,46%
Presidential,Presidential,State,Wisconsin,Bloomberg/Morning Consult,7/24/2024,7/28/2024,700,RV,49%,47%
Presidential,Presidential,State,Wisconsin,Fox News,7/22/2024,7/24/2024,1046,RV,49%,50%
Presidential,Presidential,State,Wisconsin,Emerson College,7/22/2024,7/23/2024,845,RV,47%,47%
Presidential,Presidential,State,Wisconsin,Public Policy Polling (D),7/10/2024,7/11/2024,548,RV,48%,49%
Presidential,Presidential,State,Wisconsin,North Star Opinion Research (R),7/6/2024,7/10/2024,600,LV,47%,48%
Presidential,Presidential,State,Wisconsin,Bloomberg/Morning Consult,5/7/2024,5/13/2024,693,RV,41%,49%
Presidential,Presidential,State,Wisconsin,Emerson College,2/20/2024,2/24/2024,1000,RV,44%,47%
Presidential,Presidential,State,Wisconsin,HarrisX,11/3/2024,11/5/2024,1727,RV,45%,45%
Presidential,Presidential,State,Wisconsin,HarrisX,11/3/2024,11/5/2024,1549,LV,47%,47%
Presidential,Presidential,State,Wisconsin,AtlasIntel,11/3/2024,11/4/2024,869,LV,48%,49%
Presidential,Presidential,State,Wisconsin,AtlasIntel,11/1/2024,11/2/2024,728,LV,48%,49%
Presidential,Presidential,State,Wisconsin,The New York Times/Siena College,10/25/2024,11/2/2024,1305,RV,48%,45%
Presidential,Presidential,State,Wisconsin,The New York Times/Siena College,10/25/2024,11/2/2024,1305,LV,48%,45%
Presidential,Presidential,State,Wisconsin,Focaldata,10/3/2024,11/1/2024,1799,LV,50%,47%
Presidential,Presidential,State,Wisconsin,Focaldata,10/3/2024,11/1/2024,1613,RV,51%,46%
Presidential,Presidential,State,Wisconsin,Focaldata,10/3/2024,11/1/2024,1799,A,49%,46%
Presidential,Presidential,State,Wisconsin,AtlasIntel,10/30/2024,10/31/2024,673,LV,48%,49%
Presidential,Presidential,State,Wisconsin,Redfield & Wilton Strategies,10/28/2024,10/31/2024,932,LV,48%,47%
Presidential,Presidential,State,Wisconsin,YouGov,10/25/2024,10/31/2024,889,RV,48%,45%
Presidential,Presidential,State,Wisconsin,YouGov,10/25/2024,10/31/2024,876,LV,49%,45%
Presidential,Presidential,State,Wisconsin,AtlasIntel,10/25/2024,10/29/2024,1470,LV,48%,49%
Presidential,Presidential,State,Wisconsin,Redfield & Wilton Strategies,10/25/2024,10/27/2024,746,LV,49%,47%
Presidential,Presidential,State,Wisconsin,Redfield & Wilton Strategies,10/20/2024,10/22/2024,557,LV,49%,47%
Presidential,Presidential,State,Wisconsin,OnMessage Inc. (R),10/19/2024,10/22/2024,600,LV,47%,48%
Presidential,Presidential,State,Wisconsin,Quinnipiac University,10/17/2024,10/21/2024,1108,LV,48%,48%
Presidential,Presidential,State,Wisconsin,Bloomberg/Morning Consult,10/16/2024,10/20/2024,635,RV,47%,47%
Presidential,Presidential,State,Wisconsin,Bloomberg/Morning Consult,10/16/2024,10/20/2024,624,LV,47%,47%
Presidential,Presidential,State,Wisconsin,Redfield & Wilton Strategies,10/16/2024,10/18/2024,622,LV,47%,46%
Presidential,Presidential,State,Wisconsin,Redfield & Wilton Strategies,10/12/2024,10/14/2024,641,LV,48%,47%
Presidential,Presidential,State,Wisconsin,Quinnipiac University,10/3/2024,10/7/2024,1073,LV,46%,48%
Presidential,Presidential,State,Wisconsin,Redfield & Wilton Strategies,9/27/2024,10/2/2024,533,LV,47%,46%
Presidential,Presidential,State,Wisconsin,The New York Times/Siena College,9/21/2024,9/26/2024,680,RV,48%,45%
Presidential,Presidential,State,Wisconsin,The New York Times/Siena College,9/21/2024,9/26/2024,680,LV,48%,46%
Presidential,Presidential,State,Wisconsin,Bloomberg/Morning Consult,9/19/2024,9/25/2024,849,RV,49%,47%
Presidential,Presidential,State,Wisconsin,Bloomberg/Morning Consult,9/19/2024,9/25/2024,785,LV,50%,47%
Presidential,Presidential,State,Wisconsin,Remington Research Group (R),9/16/2024,9/20/2024,800,LV,48%,48%
Presidential,Presidential,State,Wisconsin,Redfield & Wilton Strategies,9/16/2024,9/19/2024,600,LV,47%,47%
Presidential,Presidential,State,Wisconsin,Quinnipiac University,9/12/2024,9/16/2024,1075,LV,48%,47%
Presidential,Presidential,State,Wisconsin,Redfield & Wilton Strategies,9/6/2024,9/9/2024,626,LV,49%,46%
Presidential,Presidential,State,Wisconsin,YouGov,8/23/2024,9/3/2024,900,RV,47%,44%
Presidential,Presidential,State,Wisconsin,CNN/SSRS,8/23/2024,8/29/2024,976,LV,50%,44%
Presidential,Presidential,State,Wisconsin,Redfield & Wilton Strategies,8/25/2024,8/28/2024,672,LV,48%,44%
Presidential,Presidential,State,Wisconsin,Bloomberg/Morning Consult,8/23/2024,8/26/2024,648,LV,52%,44%
Presidential,Presidential,State,Wisconsin,Bloomberg/Morning Consult,8/23/2024,8/26/2024,701,RV,51%,44%
Generic Ballot,Generic Ballot,National,National,John Zogby Strategies,11/3/2024,11/3/2024,1005,LV,46%,45%
Generic Ballot,Generic Ballot,National,National,Marist College,11/2/2024,11/2/2024,1297,LV,50%,48%
Generic Ballot,Generic Ballot,National,National,HarrisX,11/2/2024,11/2/2024,3759,LV,46%,46%
Generic Ballot,Generic Ballot,National,National,Targoz Market Research,11/1/2024,11/1/2024,1088,LV,47%,44%
Generic Ballot,Generic Ballot,National,National,Hart Research Associates/Public Opinion Strategies,11/2/2024,11/2/2024,1000,LV,47%,46%
Generic Ballot,Generic Ballot,National,National,Emerson College,11/2/2024,11/2/2024,1000,LV,48%,47%
Generic Ballot,Generic Ballot,National,National,YouGov,10/31/2024,10/31/2024,1152,LV,48%,45%
Generic Ballot,Generic Ballot,National,National,Kaplan Strategies,10/31/2024,10/31/2024,671,LV,44%,45%
Generic Ballot,Generic Ballot,National,National,Echelon Insights,10/31/2024,10/31/2024,1328,LV,47%,48%
Generic Ballot,Generic Ballot,National,National,OnMessage,10/30/2024,10/30/2024,800,LV,44%,45%
Generic Ballot,Generic Ballot,National,National,HarrisX,10/28/2024,10/28/2024,1475,LV,49%,51%
Generic Ballot,Generic Ballot,National,National,American Pulse Research & Polling,10/30/2024,10/30/2024,822,LV,47%,45%
Generic Ballot,Generic Ballot,National,National,HarrisX,10/29/2024,10/29/2024,3718,LV,45%,46%
Generic Ballot,Generic Ballot,National,National,J.L. Partners,10/29/2024,10/29/2024,1000,LV,43%,46%
Generic Ballot,Generic Ballot,National,National,Cygnal,10/26/2024,10/26/2024,1507,LV,48%,48%
Generic Ballot,Generic Ballot,National,National,YouGov,10/29/2024,10/29/2024,1309,LV,46%,47%
Generic Ballot,Generic Ballot,National,National,Noble Predictive Insights,10/27/2024,10/27/2024,707,LV,46%,47%
Generic Ballot,Generic Ballot,National,National,Paradigm,10/22/2024,10/22/2024,1000,LV,44%,43%
Generic Ballot,Generic Ballot,National,National,Florida Atlantic University PolCom Lab/Mainstreet Research,10/27/2024,10/27/2024,911,LV,46%,46%
Generic Ballot,Generic Ballot,National,National,Clarity Campaign Labs,10/23/2024,10/23/2024,1314,LV,45%,42%
Generic Ballot,Generic Ballot,National,National,Emerson College,10/24/2024,10/24/2024,1000,LV,48%,48%
Generic Ballot,Generic Ballot,National,National,OnMessage,10/23/2024,10/23/2024,800,LV,42%,47%
Generic Ballot,Generic Ballot,National,National,The New York Times/Siena College,10/23/2024,10/23/2024,2516,LV,48%,48%
Generic Ballot,Generic Ballot,National,National,CNN/SSRS,10/23/2024,10/23/2024,1704,LV,45%,48%
Generic Ballot,Generic Ballot,National,National,HarrisX,9/23/2024,9/23/2024,1011,LV,40%,41%
Generic Ballot,Generic Ballot,National,National,"Fabrizio, Lee & Associates/GBAO",10/22/2024,10/22/2024,1500,LV,45%,49%
Generic Ballot,Generic Ballot,National,National,Hart Research Associates/Public Opinion Strategies,10/19/2024,10/19/2024,1000,LV,44%,48%
Generic Ballot,Generic Ballot,National,National,HarrisX,10/22/2024,10/22/2024,1244,LV,46%,47%
Generic Ballot,Generic Ballot,National,National,YouGov,10/22/2024,10/22/2024,1290,LV,47%,47%
Generic Ballot,Generic Ballot,National,National,Monmouth University Polling Institute,10/21/2024,10/21/2024,802,LV,47%,45%
Generic Ballot,Generic Ballot,National,National,YouGov,10/21/2024,10/21/2024,1186,LV,47%,44%
Generic Ballot,Generic Ballot,National,National,Suffolk,10/18/2024,10/18/2024,1000,LV,47%,45%
Generic Ballot,Generic Ballot,National,National,Emerson,10/16/2024,10/16/2024,1000,LV,48%,45%
Generic Ballot,Generic Ballot,National,National,OnMessage Inc.,10/16/2024,10/16/2024,800,LV,42%,46%
Generic Ballot,Generic Ballot,National,National,YouGov,10/15/2024,10/15/2024,1317,LV,47%,46%
Generic Ballot,Generic Ballot,National,National,HarrisX/Harris Poll,10/13/2024,10/13/2024,2596,LV,51%,49%
Generic Ballot,Generic Ballot,National,National,HarrisX/Harris Poll,10/13/2024,10/13/2024,3145,LV,51%,49%
Generic Ballot,Generic Ballot,National,National,HarrisX,10/11/2024,10/11/2024,1622,LV,45%,47%
Generic Ballot,Generic Ballot,National,National,Marquette Law School,10/10/2024,10/10/2024,652,LV,51%,49%
Generic Ballot,Generic Ballot,National,National,co/efficient,10/8/2024,10/8/2024,2180,LV,45%,46%
Generic Ballot,Generic Ballot,National,National,Hart/POS,10/8/2024,10/8/2024,1000,LV,47%,47%
Generic Ballot,Generic Ballot,National,National,YouGov,10/7/2024,10/7/2024,1233,LV,47%,46%
Generic Ballot,Generic Ballot,National,National,YouGov,10/4/2024,10/4/2024,1032,LV,47%,44%
Generic Ballot,Generic Ballot,National,National,Noble Predictive Insights,10/4/2024,10/4/2024,2290,LV,46%,45%
Generic Ballot,Generic Ballot,National,National,Cygnal,10/3/2024,10/3/2024,1500,LV,47%,49%
Generic Ballot,Generic Ballot,National,National,YouGov,10/1/2024,10/1/2024,1265,LV,48%,46%
Generic Ballot,Generic Ballot,National,National,Emerson,10/1/2024,10/1/2024,1000,LV,47%,46%
Generic Ballot,Generic Ballot,National,National,Marist,10/1/2024,10/1/2024,1294,LV,47%,47%
Generic Ballot,Generic Ballot,National,National,Echelon Insights,9/25/2024,9/25/2024,1005,LV,50%,45%
Generic Ballot,Generic Ballot,National,National,YouGov,9/24/2024,9/24/2024,1220,LV,47%,45%
Generic Ballot,Generic Ballot,National,National,Clarity,9/24/2024,9/24/2024,1000,LV,46%,44%
Generic Ballot,Generic Ballot,National,National,OnMessage Inc.,9/19/2024,9/19/2024,800,LV,41%,46%
Generic Ballot,Generic Ballot,National,National,Florida Atlantic University/Mainstreet Research,9/17/2024,9/17/2024,810,LV,47%,45%
Generic Ballot,Generic Ballot,National,National,YouGov,9/17/2024,9/17/2024,1445,LV,47%,43%
Generic Ballot,Generic Ballot,National,National,Hart/POS,9/17/2024,9/17/2024,1000,LV,48%,46%
Generic Ballot,Generic Ballot,National,National,HarrisX,9/16/2024,9/16/2024,1247,LV,50%,50%
Generic Ballot,Generic Ballot,National,National,Monmouth,9/15/2024,9/15/2024,803,LV,48%,47%
Generic Ballot,Generic Ballot,National,National,Data for Progress,9/13/2024,9/13/2024,1283,LV,48%,45%
Generic Ballot,Generic Ballot,National,National,YouGov,9/13/2024,9/13/2024,1089,LV,48%,44%
Generic Ballot,Generic Ballot,National,National,HarrisX,9/13/2024,9/13/2024,3018,LV,43%,41%
Generic Ballot,Generic Ballot,National,National,YouGov,9/10/2024,9/10/2024,1464,LV,45%,45%
Generic Ballot,Generic Ballot,National,National,HarrisX/Harris Poll,9/5/2024,9/5/2024,1155,LV,45%,45%
Generic Ballot,Generic Ballot,National,National,Marist,9/5/2024,9/5/2024,1413,LV,46%,45%
Generic Ballot,Generic Ballot,National,National,OnMessage Inc.,9/5/2024,9/5/2024,800,LV,46%,44%
Generic Ballot,Generic Ballot,National,National,Cygnal,9/5/2024,9/5/2024,1510,LV,47%,48%
Generic Ballot,Generic Ballot,National,National,Emerson,9/4/2024,9/4/2024,1000,LV,48%,44%
Generic Ballot,Generic Ballot,National,National,SurveyMonkey,9/4/2024,9/4/2024,18123,LV,42%,39%
Generic Ballot,Generic Ballot,National,National,YouGov,9/3/2024,9/3/2024,1389,LV,46%,45%
Generic Ballot,Generic Ballot,National,National,Big Data Poll,9/3/2024,9/3/2024,3047,LV,46%,45%
Generic Ballot,Generic Ballot,National,National,Echelon Insights/GBAO,9/2/2024,9/2/2024,2045,LV,48%,46%
Generic Ballot,Generic Ballot,National,National,McLaughlin,9/1/2024,9/1/2024,1778,LV,45%,49%
Generic Ballot,Generic Ballot,National,National,Suffolk,8/28/2024,8/28/2024,1000,LV,48%,43%
Generic Ballot,Generic Ballot,National,National,Fabrizio/GBAO,8/28/2024,8/28/2024,1500,LV,47%,46%
Generic Ballot,Generic Ballot,National,National,Clarity,8/28/2024,8/28/2024,1238,LV,48%,41%
Generic Ballot,Generic Ballot,National,National,Ipsos,8/28/2024,8/28/2024,4253,LV,37%,36%
Generic Ballot,Generic Ballot,National,National,YouGov,8/27/2024,8/27/2024,1368,LV,46%,44%
Generic Ballot,Generic Ballot,National,National,YouGov,8/26/2024,8/26/2024,1200,LV,45%,42%
Generic Ballot,Generic Ballot,National,National,Echelon Insights,8/25/2024,8/25/2024,1031,LV,48%,48%
Generic Ballot,Generic Ballot,National,National,Florida Atlantic University/Mainstreet Research,8/25/2024,8/25/2024,856,LV,46%,44%
Generic Ballot,Generic Ballot,National,National,Kaplan Strategies,8/24/2024,8/24/2024,1190,LV,44%,41%
Generic Ballot,Generic Ballot,National,National,Bullfinch,8/21/2024,8/21/2024,1200,LV,42%,40%
Generic Ballot,Generic Ballot,National,National,YouGov,8/20/2024,8/20/2024,1371,LV,47%,43%
Generic Ballot,Generic Ballot,National,National,Data for Progress,8/15/2024,8/15/2024,6067,LV,49%,44%
Generic Ballot,Generic Ballot,National,National,Emerson,8/14/2024,8/14/2024,1000,LV,48%,46%
Generic Ballot,Generic Ballot,National,National,YouGov,8/13/2024,8/13/2024,1407,LV,45%,44%
Generic Ballot,Generic Ballot,National,National,Monmouth,8/12/2024,8/12/2024,801,LV,48%,46%
Generic Ballot,Generic Ballot,National,National,Cygnal,8/8/2024,8/8/2024,1500,LV,46%,47%
Generic Ballot,Generic Ballot,National,National,YouGov,8/6/2024,8/6/2024,1413,LV,45%,44%
Generic Ballot,Generic Ballot,National,National,Marist,8/4/2024,8/4/2024,1513,LV,47%,45%
Generic Ballot,Generic Ballot,National,National,Hart/POS,8/4/2024,8/4/2024,1001,LV,44%,47%
Generic Ballot,Generic Ballot,National,National,HarrisX,8/3/2024,8/3/2024,1011,LV,42%,39%
Generic Ballot,Generic Ballot,National,National,Marquette Law School,8/1/2024,8/1/2024,683,LV,52%,48%
Generic Ballot,Generic Ballot,National,National,RMG Research,7/31/2024,7/31/2024,3000,LV,47%,47%
Generic Ballot,Generic Ballot,National,National,YouGov,7/30/2024,7/30/2024,1434,LV,46%,44%
Generic Ballot,Generic Ballot,National,National,American Pulse,7/29/2024,7/29/2024,1035,LV,47%,45%
Generic Ballot,Generic Ballot,National,National,McLaughlin,7/29/2024,7/29/2024,1000,LV,44%,46%
Generic Ballot,Generic Ballot,National,National,HarrisX/Harris Poll,7/28/2024,7/28/2024,1066,LV,45%,42%
Generic Ballot,Generic Ballot,National,National,Big Data Poll,7/28/2024,7/28/2024,2919,LV,44%,44%
Generic Ballot,Generic Ballot,National,National,Florida Atlantic University/Mainstreet Research,7/27/2024,7/27/2024,952,LV,47%,42%
Generic Ballot,Generic Ballot,National,National,Clarity,7/26/2024,7/26/2024,995,LV,44%,42%
Generic Ballot,Generic Ballot,National,National,Fabrizio/GBAO,7/25/2024,7/25/2024,1000,LV,46%,48%
Generic Ballot,Generic Ballot,National,National,HarrisX,7/25/2024,7/25/2024,2472,LV,44%,45%
Generic Ballot,Generic Ballot,National,National,OnMessage Inc.,7/24/2024,7/24/2024,800,LV,44%,49%
Generic Ballot,Generic Ballot,National,National,YouGov,7/23/2024,7/23/2024,1155,LV,44%,44%
Generic Ballot,Generic Ballot,National,National,YouGov,7/22/2024,7/22/2024,1178,LV,45%,42%
Generic Ballot,Generic Ballot,National,National,Echelon Insights,7/21/2024,7/21/2024,982,LV,48%,47%
Generic Ballot,Generic Ballot,National,National,HarrisX,7/21/2024,7/21/2024,2169,LV,41%,49%
Generic Ballot,Generic Ballot,National,National,Florida Atlantic University/Mainstreet Research,7/21/2024,7/21/2024,711,LV,45%,45%
Generic Ballot,Generic Ballot,National,National,OnMessage Inc.,7/19/2024,7/19/2024,800,LV,43%,46%
Generic Ballot,Generic Ballot,National,National,Emerson,7/16/2024,7/16/2024,2000,LV,44%,44%
Generic Ballot,Generic Ballot,National,National,YouGov,7/16/2024,7/16/2024,1404,LV,45%,44%
Generic Ballot,Generic Ballot,National,National,HarrisX,7/15/2024,7/15/2024,1918,LV,41%,42%
Generic Ballot,Generic Ballot,National,National,Noble Predictive Insights,7/11/2024,7/11/2024,2295,LV,43%,44%
Generic Ballot,Generic Ballot,National,National,OnMessage Inc./Tarrance Group,7/11/2024,7/11/2024,800,LV,42%,43%
Generic Ballot,Generic Ballot,National,National,Marist,7/10/2024,7/10/2024,1174,LV,46%,44%
Generic Ballot,Generic Ballot,National,National,YouGov,7/9/2024,7/9/2024,1443,LV,46%,44%
Generic Ballot,Generic Ballot,National,National,Hart/POS,7/9/2024,7/9/2024,800,LV,47%,46%
Generic Ballot,Generic Ballot,National,National,Emerson,7/8/2024,7/8/2024,1370,LV,44%,43%
Generic Ballot,Generic Ballot,National,National,Expedition Strategies,7/8/2024,7/8/2024,2300,LV,50%,42%
Generic Ballot,Generic Ballot,National,National,Split Ticket/Data for Progress,7/3/2024,7/3/2024,2067,LV,48%,45%
Generic Ballot,Generic Ballot,National,National,Cygnal,7/2/2024,7/2/2024,1500,LV,43%,47%
Generic Ballot,Generic Ballot,National,National,YouGov,7/2/2024,7/2/2024,1392,LV,44%,44%
Generic Ballot,Generic Ballot,National,National,Fabrizio/GBAO,7/2/2024,7/2/2024,1500,LV,43%,46%
Generic Ballot,Generic Ballot,National,National,NewsNation/Decision Desk HQ,7/1/2024,7/1/2024,1000,LV,44%,44%
Generic Ballot,Generic Ballot,National,National,OnMessage Inc.,7/1/2024,7/1/2024,800,LV,44%,45%
Generic Ballot,Generic Ballot,National,National,Florida Atlantic University/Mainstreet Research,6/30/2024,6/30/2024,869,LV,47%,44%
Generic Ballot,Generic Ballot,National,National,Suffolk,6/30/2024,6/30/2024,1000,LV,45%,47%
Generic Ballot,Generic Ballot,National,National,CNN/SSRS,6/30/2024,6/30/2024,1274,LV,45%,47%
Generic Ballot,Generic Ballot,National,National,YouGov,6/25/2024,6/25/2024,1406,LV,44%,43%
Generic Ballot,Generic Ballot,National,National,McLaughlin,6/24/2024,6/24/2024,1744,LV,44%,48%
Generic Ballot,Generic Ballot,National,National,McLaughlin,6/24/2024,6/24/2024,1000,LV,43%,46%
Generic Ballot,Generic Ballot,National,National,YouGov,6/24/2024,6/24/2024,2750,LV,47%,42%
Generic Ballot,Generic Ballot,National,National,Clarity,6/20/2024,6/20/2024,1002,LV,44%,43%
Generic Ballot,Generic Ballot,National,National,YouGov,6/18/2024,6/18/2024,1396,LV,45%,44%
Generic Ballot,Generic Ballot,National,National,YouGov Blue,6/18/2024,6/18/2024,2015,LV,49%,47%
Generic Ballot,Generic Ballot,National,National,OnMessage Inc.,6/13/2024,6/13/2024,800,LV,42%,48%
Generic Ballot,Generic Ballot,National,National,Echelon Insights,6/12/2024,6/12/2024,1013,LV,48%,47%
Generic Ballot,Generic Ballot,National,National,YouGov,6/11/2024,6/11/2024,1399,LV,44%,44%
Generic Ballot,Generic Ballot,National,National,Monmouth,6/10/2024,6/10/2024,1034,LV,45%,48%
Generic Ballot,Generic Ballot,National,National,Big Village,6/9/2024,6/9/2024,1423,LV,47%,45%
Generic Ballot,Generic Ballot,National,National,Cygnal,6/6/2024,6/6/2024,1500,LV,45%,45%
Generic Ballot,Generic Ballot,National,National,YouGov,6/6/2024,6/6/2024,1243,LV,45%,43%
Generic Ballot,Generic Ballot,National,National,Emerson,6/5/2024,6/5/2024,1000,LV,43%,45%
Generic Ballot,Generic Ballot,National,National,YouGov,6/4/2024,6/4/2024,1566,LV,45%,44%
Generic Ballot,Generic Ballot,National,National,Navigator,6/3/2024,6/3/2024,812,LV,50%,43%
Generic Ballot,Generic Ballot,National,National,OnMessage Inc.,5/30/2024,5/30/2024,800,LV,41%,46%
Generic Ballot,Generic Ballot,National,National,NewsNation/Decision Desk HQ,5/29/2024,5/29/2024,1000,LV,43%,45%
Generic Ballot,Generic Ballot,National,National,YouGov,5/28/2024,5/28/2024,1547,LV,44%,42%
Generic Ballot,Generic Ballot,National,National,Emerson,5/23/2024,5/23/2024,1100,LV,44%,45%
Generic Ballot,Generic Ballot,National,National,McLaughlin,5/23/2024,5/23/2024,1000,LV,44%,48%
Generic Ballot,Generic Ballot,National,National,Marist,5/23/2024,5/23/2024,1122,LV,45%,45%
Generic Ballot,Generic Ballot,National,National,YouGov,5/21/2024,5/21/2024,1560,LV,46%,42%
Generic Ballot,Generic Ballot,National,National,Bullfinch,5/21/2024,5/21/2024,1200,LV,41%,42%
Generic Ballot,Generic Ballot,National,National,OnMessage Inc.,5/16/2024,5/16/2024,800,LV,41%,48%
Generic Ballot,Generic Ballot,National,National,Cygnal,5/16/2024,5/16/2024,1500,LV,44%,46%
Generic Ballot,Generic Ballot,National,National,Echelon Insights,5/16/2024,5/16/2024,1023,LV,45%,49%
Generic Ballot,Generic Ballot,National,National,McLaughlin,5/15/2024,5/15/2024,1000,LV,44%,46%
Generic Ballot,Generic Ballot,National,National,Marquette Law School,5/15/2024,5/15/2024,684,LV,50%,50%
Generic Ballot,Generic Ballot,National,National,YouGov,5/14/2024,5/14/2024,1586,LV,45%,42%
Generic Ballot,Generic Ballot,National,National,McLaughlin,5/14/2024,5/14/2024,1721,LV,45%,48%
Generic Ballot,Generic Ballot,National,National,YouGov,5/13/2024,5/13/2024,1203,LV,45%,41%
Generic Ballot,Generic Ballot,National,National,RMG Research,5/9/2024,5/9/2024,2000,LV,48%,47%
Generic Ballot,Generic Ballot,National,National,Clarity,5/8/2024,5/8/2024,1076,LV,42%,41%
Generic Ballot,Generic Ballot,National,National,YouGov,5/7/2024,5/7/2024,1598,LV,44%,42%
Generic Ballot,Generic Ballot,National,National,Data for Progress,5/4/2024,5/4/2024,4923,LV,45%,45%
Generic Ballot,Generic Ballot,National,National,YouGov,4/30/2024,4/30/2024,1479,LV,44%,41%
Generic Ballot,Generic Ballot,National,National,Winston,4/29/2024,4/29/2024,1000,LV,45%,46%
Generic Ballot,Generic Ballot,National,National,Florida Atlantic University/Mainstreet Research,4/28/2024,4/28/2024,851,LV,44%,40%
Generic Ballot,Generic Ballot,National,National,YouGov,4/23/2024,4/23/2024,1470,LV,44%,42%
Generic Ballot,Generic Ballot,National,National,Emerson,4/17/2024,4/17/2024,1308,LV,45%,45%
Generic Ballot,Generic Ballot,National,National,NewsNation/Decision Desk HQ,4/17/2024,4/17/2024,1000,LV,42%,44%
Generic Ballot,Generic Ballot,National,National,YouGov,4/16/2024,4/16/2024,1358,LV,43%,43%
Generic Ballot,Generic Ballot,National,National,Hart/POS,4/16/2024,4/16/2024,1000,LV,46%,47%
Generic Ballot,Generic Ballot,National,National,McLaughlin,4/16/2024,4/16/2024,1000,LV,43%,47%
Generic Ballot,Generic Ballot,National,National,YouGov,4/15/2024,4/15/2024,1170,LV,45%,42%
Generic Ballot,Generic Ballot,National,National,Echelon Insights,4/14/2024,4/14/2024,1020,LV,49%,46%
Generic Ballot,Generic Ballot,National,National,OnMessage Inc.,4/13/2024,4/13/2024,800,LV,44%,46%
Generic Ballot,Generic Ballot,National,National,Public Opinion Strategies,4/11/2024,4/11/2024,1000,LV,42%,42%
Generic Ballot,Generic Ballot,National,National,Cygnal,4/10/2024,4/10/2024,1500,LV,45%,47%
Generic Ballot,Generic Ballot,National,National,YouGov,4/9/2024,4/9/2024,1583,LV,43%,43%
Generic Ballot,Generic Ballot,National,National,Emerson,4/3/2024,4/3/2024,1438,LV,46%,45%
Generic Ballot,Generic Ballot,National,National,YouGov,4/2/2024,4/2/2024,1604,LV,44%,41%
Generic Ballot,Generic Ballot,National,National,Data for Progress,3/29/2024,3/29/2024,1200,LV,46%,44%
Generic Ballot,Generic Ballot,National,National,UpOne Insights/BSG,3/28/2024,3/28/2024,1000,LV,44%,45%
Generic Ballot,Generic Ballot,National,National,Split Ticket,3/28/2024,3/28/2024,821,LV,44%,42%
Generic Ballot,Generic Ballot,National,National,Marquette Law School,3/28/2024,3/28/2024,674,LV,49%,51%
Generic Ballot,Generic Ballot,National,National,Clarity,3/27/2024,3/27/2024,1080,LV,43%,41%
Generic Ballot,Generic Ballot,National,National,YouGov,3/26/2024,3/26/2024,1415,LV,44%,42%
Generic Ballot,Generic Ballot,National,National,McLaughlin,3/26/2024,3/26/2024,1799,LV,43%,49%
Generic Ballot,Generic Ballot,National,National,Echelon Insights,3/21/2024,3/21/2024,1006,LV,49%,46%
Generic Ballot,Generic Ballot,National,National,YouGov,3/19/2024,3/19/2024,1510,LV,44%,43%
Generic Ballot,Generic Ballot,National,National,Florida Atlantic University/Mainstreet Research,3/17/2024,3/17/2024,941,LV,46%,44%
Generic Ballot,Generic Ballot,National,National,Noble Predictive Insights,3/15/2024,3/15/2024,2145,LV,43%,45%
Generic Ballot,Generic Ballot,National,National,McLaughlin,3/14/2024,3/14/2024,1000,LV,43%,48%
Generic Ballot,Generic Ballot,National,National,PPP,3/13/2024,3/13/2024,837,LV,45%,46%
Generic Ballot,Generic Ballot,National,National,YouGov,3/12/2024,3/12/2024,1367,LV,43%,42%
Generic Ballot,Generic Ballot,National,National,YouGov,3/11/2024,3/11/2024,994,LV,45%,43%
Generic Ballot,Generic Ballot,National,National,OnMessage Inc.,3/7/2024,3/7/2024,800,LV,43%,46%
Generic Ballot,Generic Ballot,National,National,Emerson,3/6/2024,3/6/2024,1350,LV,45%,43%
Generic Ballot,Generic Ballot,National,National,YouGov,3/5/2024,3/5/2024,1450,LV,41%,43%
Generic Ballot,Generic Ballot,National,National,GS Strategy Group,3/1/2024,3/1/2024,2000,LV,45%,41%
Generic Ballot,Generic Ballot,National,National,Fabrizio/GBAO,2/28/2024,2/28/2024,1745,LV,42%,46%
Generic Ballot,Generic Ballot,National,National,RMG Research,2/27/2024,2/27/2024,1000,LV,47%,49%
Generic Ballot,Generic Ballot,National,National,YouGov,2/27/2024,2/27/2024,1498,LV,44%,43%
Generic Ballot,Generic Ballot,National,National,Clarity,2/27/2024,2/27/2024,1026,LV,44%,40%
Generic Ballot,Generic Ballot,National,National,Winston,2/25/2024,2/25/2024,1000,LV,44%,47%
Generic Ballot,Generic Ballot,National,National,OnMessage Inc.,2/22/2024,2/22/2024,800,LV,43%,46%
Generic Ballot,Generic Ballot,National,National,McLaughlin,2/22/2024,2/22/2024,1724,LV,44%,48%
Generic Ballot,Generic Ballot,National,National,YouGov,2/20/2024,2/20/2024,1360,LV,43%,41%
